Class	Type	Prop	Disabled
VehicleControllerSettings	string	PackName	
VehicleControllerSettings	int	PickupProbability	
VehicleControllerSettings	ProxyBinding	ResetAllSpeedLimitsBinding	
VehicleControllerSettings	string	SavegamePropertyPackDropdown	
VehicleControllerSettings	float	SavegamePropertyPackFactor	
VehicleControllerSettings	int	ScooterProbability	
VehicleControllerSettings	int	SedanProbability	
VehicleControllerSettings	float	SpeedLimitFactor	
VehicleControllerSettings	int	SportsCarProbability	
VehicleControllerSettings	float	StiffnessModifier	
VehicleControllerSettings	int	SUVProbability	
VehicleControllerSettings	int	TrailerProbability	
VehicleControllerSettings	bool	UseImprovedStiffnessValues	
VehicleControllerSettings	int	VanProbability	
VehicleControllerSettings	int	VehicleAcceleration	
VehicleControllerSettings	int	VehicleBraking	
VehicleControllerSettings	int	VehicleMaxSpeed	
VehicleVariationPacksSettings	string	PackDropdown	
VehicleVariationPacksSettings	bool	ShowDebugPacks	TRUE
WaterFeaturesSettings	float	ConstantFlowRate	
WaterFeaturesSettings	float	Damping	
WaterFeaturesSettings	bool	EnableSeasonalStreams	
WaterFeaturesSettings	bool	EnableWavesAndTides	
WaterFeaturesSettings	float	EvaporationRate	
WaterFeaturesSettings	float	Fluidness	
WaterFeaturesSettings	bool	ForceWaterSimulationSpeed	
WaterFeaturesSettings	bool	IncludeDetentionBasins	
WaterFeaturesSettings	bool	IncludeRetentionBasins	
WaterFeaturesSettings	float	MaximumMultiplier	
WaterFeaturesSettings	float	MinimumMultiplier	
WaterFeaturesSettings	bool	SeasonalStreamsAffectEditorSimulation	TRUE
WaterFeaturesSettings	bool	SimulateSnowMelt	
WaterFeaturesSettings	float	StreamSeasonality	
WaterFeaturesSettings	float	StreamStormwaterEffects	
WaterFeaturesSettings	TideClassificationYYTAW	TideClassification	
WaterFeaturesSettings	float	TideHeight	
WaterFeaturesSettings	bool	TrySmallerRadii	
WaterFeaturesSettings	bool	WaterCausesDamage	
WaterFeaturesSettings	bool	WaterToolSettingsAffectEditorSimulation	
WaterFeaturesSettings	float	WaveFrequency	
WaterFeaturesSettings	float	WaveHeight	
WaterFeaturesSettings	bool	WavesAndTidesAffectEditorSimulation	TRUE
WaterVisualTweaksSettings	float	AbsorptionDistance	
WaterVisualTweaksSettings	float	CausticsIntensity	
WaterVisualTweaksSettings	bool	CausticsUseRippleBand	
WaterVisualTweaksSettings	float	CausticsVirtualPlaneDistance	
WaterVisualTweaksSettings	float	EndSmoothness	
WaterVisualTweaksSettings	float	Large0AmplitudeMultiplier	
WaterVisualTweaksSettings	float	Large0PatchSize	
WaterVisualTweaksSettings	float	Large0WindSpeed	
WaterVisualTweaksSettings	float	Large1AmplitudeMultiplier	
WaterVisualTweaksSettings	float	Large1PatchSize	
WaterVisualTweaksSettings	float	Large1WindSpeed	
WaterVisualTweaksSettings	float	RefractionColorB	
WaterVisualTweaksSettings	float	RefractionColorG	
WaterVisualTweaksSettings	float	RefractionColorR	
WaterVisualTweaksSettings	float	RipplesAmplitudeMultiplier	
WaterVisualTweaksSettings	float	RipplesPatchSize	
WaterVisualTweaksSettings	float	RipplesWindSpeed	
WaterVisualTweaksSettings	float	ScatteringColorB	
WaterVisualTweaksSettings	float	ScatteringColorG	
WaterVisualTweaksSettings	float	ScatteringColorR	
WaterVisualTweaksSettings	bool	SimulationOverrideEnable	
WaterVisualTweaksSettings	float	StartSmoothness	
WetRoadsSettings	bool	DisableInFreezing	
WetRoadsSettings	bool	Enabled	
WetRoadsSettings	float	RainFullValue	
WetRoadsSettings	float	RainThreshold	
WetRoadsSettings	float	SmoothnessMax	
WetRoadsSettings	float	SmoothnessMin	
WetRoadsSettings	ProxyBinding	ToggleEnabledBinding	
WriteEverywhereSettings	ProxyBinding	ActionCycleAxisLock	
WriteEverywhereSettings	ProxyBinding	ActionInstanceNavXNext	
WriteEverywhereSettings	ProxyBinding	ActionInstanceNavXPrev	
WriteEverywhereSettings	ProxyBinding	ActionInstanceNavYNext	
WriteEverywhereSettings	ProxyBinding	ActionInstanceNavYPrev	
WriteEverywhereSettings	ProxyBinding	ActionInstanceNavZNext	
WriteEverywhereSettings	ProxyBinding	ActionInstanceNavZPrev	
WriteEverywhereSettings	ProxyBinding	ActionMoveDown	
WriteEverywhereSettings	ProxyBinding	ActionMoveLeft	
WriteEverywhereSettings	ProxyBinding	ActionMoveRight	
WriteEverywhereSettings	ProxyBinding	ActionMoveUp	
WriteEverywhereSettings	ProxyBinding	ActionPerspectiveXY	
WriteEverywhereSettings	ProxyBinding	ActionPerspectiveXZ	
WriteEverywhereSettings	ProxyBinding	ActionPerspectiveZY	
WriteEverywhereSettings	ProxyBinding	ActionRotateClockwise	
WriteEverywhereSettings	ProxyBinding	ActionRotateCounterClockwise	
WriteEverywhereSettings	ProxyBinding	ActionTreeDelete	
WriteEverywhereSettings	ProxyBinding	ActionTreeFoldAll	
WriteEverywhereSettings	ProxyBinding	ActionTreeNavNext	
WriteEverywhereSettings	ProxyBinding	ActionTreeNavPrev	
WriteEverywhereSettings	ProxyBinding	ActionTreeToggleFold	
WriteEverywhereSettings	ProxyBinding	ActionTreeUnfoldAll	
WriteEverywhereSettings	ProxyBinding	AlternateFixedCamera	
WriteEverywhereSettings	ProxyBinding	EnableTool	
WriteEverywhereSettings	int	FontQuality	
WriteEverywhereSettings	int	FramesCheckUpdate	
WriteEverywhereSettings	string	LocaleFomatting	
WriteEverywhereSettings	ProxyBinding	MouseToolMove	
WriteEverywhereSettings	ProxyBinding	MouseToolRotate	
WriteEverywhereSettings	float	RequiredLodForFormulaesUpdate	
WriteEverywhereSettings	int	StartTextureSizeFont	
WriteEverywhereSettings	bool	TempDisableRendering	TRUE
WriteEverywhereSettings	ProxyBinding	ToggleLockCameraRotation	
WriteEverywhereSettings	ProxyBinding	ToolIncreaseMovementStrenght	
WriteEverywhereSettings	ProxyBinding	ToolReduceMovementStrenght	
WriteEverywhereSettings	bool	UseVT	
ZoneColorChangerSettings	bool	GroupThemes	
ZoneColorChangerSettings	bool	RecolorIcons	
ZoneToolsSettings	PanelLocation	DefaultPanelLocation	
ZoneToolsSettings	bool	ProtectOccupiedCells	
ZoneToolsSettings	bool	ProtectZonedCells	
ZoneToolsSettings	bool	ShowContourButton	
ZoneToolsSettings	bool	ShowUsage	
ZoneToolsSettings	ProxyBinding	TogglePanelBinding	
ZoneToolsSettings	bool	UseGlassPanel	
